address,message_count,project_count,oaps_count,active_day_count,first_date,last_date,total_swapped_usd,swap_count,average_swapped_usd
0x0867c77d07a77ffb6b1b304ad4a9177d68fe2dba,93,8,22,35,2023-07-01,2024-03-28,32872.61417246753,23,1429.2440944551101
0x4d16d64edf882a92abf03b6098017d28741042a8,98,8,21,32,2023-06-30,2024-03-25,18364.7142952534,30,612.1571431751133
0x912acfc7a08f2219aa78be2f8d905a41479a5fcb,98,8,22,33,2023-06-30,2024-04-28,25138.9374616801,33,761.7859836872758
0x2538426507220cbbd67af10fa975bd3efa6281c6,100,7,21,31,2023-06-30,2024-04-28,39856.25670576691,40,996.4064176441727
0xfaa18101eb1b66bd3b2fb42cc57c99c392ee519f,94,9,23,31,2023-06-30,2024-04-28,58429.5772127674,40,1460.739430319185
0x84b8d840b851669fed1eee739537be4aac22c76a,100,8,23,33,2023-06-30,2024-03-26,59369.565525580605,36,1649.1545979327946
0xfa31c61fc7ae784cd0291b22f8a7a23678da3f56,90,7,22,33,2023-06-30,2024-03-27,54770.478651958576,41,1335.8653329745994
0x7c9afc35c462ea8251c452fef1c55b2008ea4363,110,9,24,35,2023-06-30,2024-03-19,14521.98240865042,30,484.06608028834734
0x52fff694c2def631643c37334d649517717f2139,88,8,23,36,2023-06-30,2024-03-25,24894.925888578768,29,858.4457202958196
0x25e14ce4ede230bf5ac1581246c99ccb21c89c50,98,8,22,34,2023-06-30,2024-03-28,11294.882757082201,25,451.7953102832881
0xbb79357a47037077cd9550d891b5cf625fde18f9,102,8,23,32,2023-06-30,2024-02-25,47147.79826901809,31,1520.896718355422
0xd9f15cb8fa6181df8ba138b8bd5e6761937b58b4,95,7,21,33,2023-06-30,2024-03-27,53808.0078682372,42,1281.143044481838
0xd20e80c8aa7bbaaf671d805a58efcefdf3dac5ed,95,8,22,31,2023-06-30,2024-03-18,39456.12596954761,28,1409.1473560552718
0x6c6637394c64a947a968066a78034b1cbd1877fe,95,8,22,33,2023-06-30,2024-03-28,17664.56315955261,22,802.9346890705732
0x59a0085c5ddd0f8f79eef3b80d37c54f99f4343f,96,8,22,34,2023-06-30,2024-03-26,45130.68066617157,35,1289.4480190334734
0xd9c8d56fd516ea5ad3506a03d48cd9a1727ba5f1,100,8,22,32,2023-06-30,2024-03-25,27951.344924671805,25,1118.0537969868722
0x183983fd5fd659742813f3a11e2403a1dce84ae6,101,8,22,32,2023-06-30,2024-03-26,43358.51115586053,32,1354.9534736206415
0x6544e55efafa4e41b95954b0fa43fbfc79a81396,98,7,22,35,2023-06-30,2024-03-18,35626.10234264732,28,1272.3607979516898
0xf2e853c845f78d3cdfae10899dd67ff052913e2f,98,8,22,33,2023-06-30,2024-04-28,61292.74395698923,28,2189.0265698924727
0x0d49874f304f2a11ad8bc446f4bf5786c1c305b7,99,8,22,31,2023-06-30,2024-03-18,29909.257534621025,26,1150.3560590238856
0xa2cfc3ad87e81bcebdd750e41d24e6558a9a914c,104,9,25,33,2023-06-30,2024-03-18,77176.4926324639,35,2205.0426466418257
0xfd1b7fb441963344deb22e436a801c9429ef102b,94,7,20,32,2023-06-30,2024-03-18,73222.60971146039,43,1702.8513886386138
0xd36d126e7654834c581686180b1cd1ad559bf7d6,97,7,21,35,2023-06-30,2024-03-26,53941.74428958017,41,1315.6522997458578
0x203d5dc972d7e87cf43f415965c3fb1101f760f3,96,8,23,33,2023-06-30,2024-03-25,55075.18757188491,29,1899.1443990305143
0x9250aad3c6c565c6c2e6fe48a23bd2f5c743d17d,106,7,21,36,2023-06-30,2024-03-28,61857.420556223304,35,1767.3548730349514
0xfe99532b4f616e7556f423950e26104705e7c849,104,8,23,33,2023-06-30,2024-03-26,46877.85214810274,41,1143.362247514701
0xd0e848374a9befb9f4c24099be0dc07320812922,98,7,21,32,2023-06-30,2024-03-27,59360.217786961555,38,1562.1109943937252
0x8501acbd77eebfcd7159f69277c09bcd22da2c0b,94,7,23,32,2023-06-30,2024-03-25,40677.26426198532,29,1402.6642848960455
0xb958308ff55ff47a0450f6e5b28d576a7e755477,108,9,24,32,2023-06-30,2024-03-25,34286.824314450656,24,1428.6176797687774
0xa5a741df6c641a6c185144f58d99b740f55fc92c,102,9,24,35,2023-06-30,2024-03-25,37203.07784907657,30,1240.1025949692191
0xd9c5e668dc30b99d1aeada875f98bcbcaff1bf9a,97,8,22,33,2023-06-30,2024-04-28,31424.26009214524,26,1208.6253881594323
0x36cbcaddb923255eee355fff25c043c6ff830232,123,8,21,34,2023-06-30,2024-03-27,62046.41166772663,29,2139.53143681816
0x624c929c45f25d9a20802146dc4fbccf74fd8f96,91,8,22,32,2023-06-30,2024-03-25,44657.00764728904,36,1240.472434646918
0x9e8b59fa0d31f2f94cdfb94ea24c0bdc66e7e866,99,8,24,34,2023-06-30,2024-04-28,29617.611515434277,26,1139.13890443978
0x43f96af6eb63e0cc1d547b9b61c41dab85acc4e4,102,8,22,37,2023-06-30,2024-03-28,16896.33374615526,30,563.2111248718419
0xe1cb213e1f7581a8d0a81abb3a26d67ec614f0ae,100,9,24,31,2023-06-30,2024-04-28,39154.40144239451,30,1305.1467147464837
0xba366bc3bd64f2203da2d4c8157cf04a6fc8ac8f,98,9,24,34,2023-06-30,2024-03-25,57635.9892552748,28,2058.4281876883856
0xdaeadbdf4c11f6a0183937a93f91779538e8809e,93,8,24,31,2023-06-30,2024-04-28,50165.64088792778,39,1286.2984843058405
0xb5ccca189452f7119dac316c49e80875a7446463,99,8,22,37,2023-06-30,2024-03-28,28476.04428663055,29,981.93256160795
0x06eafec32e5a852bf0d810bfba8a9ebb20ab467a,99,8,22,33,2023-06-30,2024-03-25,38563.17863869936,31,1243.973504474173
0x9a1c07e57e9e351b5933e48903ebb5f555e085d0,102,8,23,36,2023-06-30,2024-04-28,17624.015545626462,25,704.9606218250585
0xf6934cb93b96f68c835af5c629f375071e538cb0,87,7,21,34,2023-06-30,2024-04-28,45823.746115357804,34,1347.7572386869942
0xa45fbea5c0e258e295e2526aea096b9cb02b59b0,102,9,26,34,2023-06-30,2024-04-28,21503.701094261396,30,716.7900364753799
0x10671d8bc4ed989ed0dd043c15b0cea994260010,96,8,22,34,2023-06-30,2024-03-25,17449.299552319022,31,562.8806307199685
0xdb0f8209be0366bddc018899e7ba03ed32fee1a0,108,9,24,36,2023-06-30,2024-03-28,72970.62287470681,31,2353.8910604744133
0x8b9cf0f4191fca0ae3aead825428533606432358,99,8,22,34,2023-06-30,2024-03-19,53439.03348863921,28,1908.5369103085432
0x5084ffe7fdd1586f54d01ac83082564d89ecd720,106,8,22,38,2023-06-30,2024-03-27,69840.53026142906,37,1887.581898957542
0x2ff580fb6b24d20e0fe5753308f0e8424acb6701,102,8,24,34,2023-06-30,2024-03-18,54691.21064535737,51,1072.3766793207328
0x138dc439913dfca8418d502708003a9389e4dc0e,99,8,24,31,2023-06-30,2024-03-18,54866.362088860784,35,1567.6103453960225
0x6b912824da50be4b274555a9c16bedffec2e1fb6,101,8,21,31,2023-06-30,2024-04-28,38874.47735614321,37,1050.6615501660326
0x2cc0b82eb41c1c50126868362ecfa28aff82b8d6,100,8,24,34,2023-06-30,2024-04-28,57916.70159410707,25,2316.668063764283
0xcd339b0ff7c2c3f9b1bda1db281c583d1fa975ba,104,8,22,34,2023-06-30,2024-03-25,37059.20718988266,31,1195.4582964478277
0x01fe62c674e6c9de0d6d09ff338218624af16882,95,8,22,35,2023-06-30,2024-03-28,7240.666624735551,23,314.81159237980654
0x944d8afe3bf0264ac722314d973e1dffeededf1d,95,9,23,33,2023-06-30,2024-03-25,32170.374534580606,29,1109.3232598131244
0x396b6b2f81e51b628640523a1f8d4d4d7f4c241e,101,7,21,33,2023-06-30,2024-03-27,53284.3576507753,43,1239.1711081575652
0x9e21e7179832bb53227ac1b94214f9ce4f83ddf2,104,8,22,34,2023-06-30,2024-03-26,27635.26062697539,30,921.175354232513
0x7a3b6b33c73beee219773b8e2827bd68015c3590,101,8,22,36,2023-06-30,2024-03-25,55652.63540479166,32,1739.1448563997394
0x663cdea1ae8392a8bde38619f80bf15a0d9ea797,96,8,22,34,2023-06-30,2024-03-27,74825.0743536787,41,1825.0018135043586
0xf6c4f68eefeb83774f99c34658352cf52e784489,94,8,22,29,2023-06-30,2024-03-26,57376.231629698676,34,1687.5362244029022
0x139c7a71915c4a14395541df621d3b14ec623ec7,98,7,21,33,2023-06-30,2024-03-25,33252.48007470271,29,1146.6372439552658
0x8b0c8decc5d87190018596baed096a97c515f8d1,96,8,22,35,2023-06-30,2024-03-19,20612.89305911717,28,736.1747521113275
0x2cf1fb5f65c8c57c943551030b2b1ae2d6688967,94,8,23,35,2023-06-30,2024-03-18,21371.011584226384,25,854.8404633690553
0xfb5e812ca9d69819b558d5bf876a20eec0ecd4b3,99,8,23,31,2023-06-30,2024-03-18,28761.496751244693,26,1106.2114135094112
0xd939613c400e6a2e58982d06ac042993ace3f5b4,105,8,22,37,2023-06-30,2024-03-28,21956.3626201929,31,708.2697619417064
0x494516e0093203f9eefbb647afc0ebca08b14b04,99,8,22,31,2023-06-30,2024-04-28,48014.55152399601,37,1297.6905817296217
0xa16dad32c8c984cc3e3f778b73713820dda54e4a,95,9,24,33,2023-06-30,2024-03-25,16917.94829963011,29,583.377527573452
0xf190937601d5d2f61278f18f442d7d83e41db1ca,106,8,22,33,2023-06-30,2024-04-28,39604.07304310223,33,1200.1234255485524
0x72eba1919adc64c87c6ec9ddfe7dfaf12cb3152d,100,8,22,34,2023-06-30,2024-03-25,34372.35943491655,36,954.7877620810153
0x0176e4dee26927b783f224d7341968884f2cc4f9,109,8,23,33,2023-06-30,2024-03-18,18173.439544950437,25,726.9375817980175
