address,message_count,project_count,oaps_count,active_day_count,first_date,last_date,total_swapped_usd,swap_count,average_swapped_usd
0xd93e4d58c321904ffd872f7f15a92b9615db1b2e,33,10,16,19,2023-04-30,2024-04-28,2875.098613663,12,239.59155113858333
0x3ef4706e5276c0066914dea534b4cdc678b23471,34,11,16,21,2023-04-30,2024-04-28,2511.9594000409998,10,251.19594000409998
0x99692b2a23571ccf1899d0c5f4fbfbf9da4a2b4a,32,11,18,19,2023-04-30,2024-04-26,2571.200465477,11,233.74549686154543
0xfe30190a5b40aaff874560bcfb94062fb5895c7e,37,10,18,19,2023-04-30,2024-04-26,2920.6775555880004,12,243.38979629900004
0x60d53fa8c7cd1569954b8f40ebe78ee9bdc9ec27,37,10,18,20,2023-04-30,2024-04-26,2596.219961839,11,236.0199965308182
0xa1a39294e443efc8d168e34ad34bfaf899bce57c,37,10,18,19,2023-04-30,2024-04-28,2645.80673567,12,220.48389463916666
0x6f29380b113f9f5f496b9cc381bba31bf9ee77fc,32,9,14,19,2023-04-30,2024-04-28,2472.2576684769997,10,247.22576684769996
0x6cfc8059b8b3dc69d531700acf85607042f6c42e,35,10,18,20,2023-04-30,2024-04-28,2549.2328851599996,11,231.7484441054545
0xdc63a6ab0ac6102adb92ded779d9d8f27f9b492d,34,11,17,19,2023-04-30,2024-04-27,2853.9893730690005,12,237.83244775575005
0xcdee5f0a54b87584a86c5f489bd3211d9b13f2a9,35,10,16,20,2023-04-30,2024-04-26,2851.157403894,12,237.59645032449998
0x41c1a43edf8d8ff8f62592c4ad0130be21c20bd1,38,11,20,22,2023-04-30,2024-04-27,2867.9814153270004,12,238.99845127725004
0x9ae5e5844f445be1170043d96df9150e5807c057,38,11,18,22,2023-04-30,2024-04-28,2503.4691269429995,11,227.5881024493636
0x16917594ecdeed40ae1f143d3cd28222278a695c,37,10,17,21,2023-04-30,2024-04-28,3082.4694349889996,13,237.1130334606923
0xb43cbf79f8a5fad9ae2b332c1621f3da1b97bfef,36,11,20,19,2023-04-30,2024-04-28,2532.1235468189993,11,230.19304971081812
0xf0a85ab86071fc22b21d545d3c5aa241e1a6ae85,35,9,17,21,2023-04-30,2024-04-26,2530.0538907299997,10,253.00538907299998
0x64e5b62653b3863078489128126492b52f317642,38,11,17,20,2023-04-30,2024-04-28,2923.141063596,12,243.59508863300002
0x0218b9dd3a7a4e66c58271fdb5a6a53dec881ec2,37,10,18,20,2023-04-30,2024-04-28,2885.8076455539995,12,240.4839704628333
0xef381d82b91a01e26b1a7905e5e76227197fd63e,30,10,15,20,2023-04-30,2024-04-27,2500.9134625770002,10,250.09134625770002
0x0bda7e0f8fb5c19c275c8c561f74cb7a01c4d8a3,37,11,18,20,2023-04-30,2024-04-27,2562.6837293440003,11,232.97124812218183
0xc391ffb7d8350cdef986c7389931bb3d266251d2,37,10,18,20,2023-04-30,2024-04-27,2557.272291802,11,232.47929925472727
0xb7eed903732007a8485cf1698ab5a8ad14450804,32,10,17,18,2023-04-30,2024-04-28,2510.6936988959997,10,251.06936988959995
0xe11c226b61641feafdc0ecd225244d8ca55fa713,36,10,20,22,2023-04-30,2024-04-28,2585.6503473109997,12,215.47086227591663
0x228e51dd9a9d25c432256f5747fe9377c2c227ff,33,10,17,19,2023-04-30,2024-04-27,2454.3573559509996,10,245.43573559509997
0x5a75963244668ed0697ca8c0ce76e1a7f58bfeb0,34,9,17,20,2023-04-30,2024-04-26,2865.90442872,12,238.82536905999999
0x33ff782167229e10184930160a532e0d7c73dd60,37,12,17,21,2023-04-30,2024-04-28,2911.4709817000007,13,223.95930628461545
0x460519486fa94e35ff6d313767536718731f8a19,37,10,17,21,2023-04-30,2024-04-28,2899.9829985310002,12,241.66524987758336
0xead80b14d1b822910709b244226f365f6666839d,33,11,18,20,2023-04-30,2024-04-27,2564.913602252,11,233.1739638410909
0x019385d385b79e84c4c2a574040a4ec0d004085d,33,11,17,19,2023-04-30,2024-04-28,2561.6349846169996,11,232.87590769245452
0x9a1b70a8e35320af8d00cc4aa1a35562356e8085,36,10,17,20,2023-04-30,2024-04-27,2545.4706814999995,10,254.54706814999994
0x60cac80ae107202b53bbff36928c98c3c6bd457e,38,11,19,20,2023-04-30,2024-04-26,2535.7268151149997,11,230.52061955590906
0xa600a319eab7eb19a19caf4640ca3166839ad0c3,35,11,18,18,2023-04-30,2024-04-27,2527.316032579,11,229.75600296172726
0xbdd14dbe0da98beb214c619a51ab8e50f4d8f34c,33,11,17,18,2023-04-30,2024-04-26,2898.6504642620002,12,241.5542053551667
0x62f8abf42f73b9d78e051072ea1750d617a366ec,35,11,18,19,2023-04-30,2024-04-28,2527.2750843960002,10,252.72750843960003
0x499cb09f5ebcea0b5629d4f8c0bd66920b8ba835,33,10,17,18,2023-04-30,2024-04-28,2906.0959543619997,11,264.1905413056363
0x85e1f801a53b3be3926a0bef9ff910f0591a4cdb,35,11,17,21,2023-04-30,2024-04-28,2605.763421556999,12,217.1469517964166
0xcd7bfd2a214b925831c629f15de4d9e35a0de805,33,11,16,20,2023-04-30,2024-04-28,2499.321301032,10,249.9321301032
0xcb36e01fb3a1e3cbd16dbb64a2a596e1cdf75dd7,33,11,18,19,2023-04-30,2024-04-27,2905.0056128280003,11,264.09141934800004
0xd0fb3046678037bb2e236696f633d659142dd4be,34,10,18,20,2023-04-30,2024-04-27,2608.8692447989997,11,237.1699313453636
0x337d6f8436288b9df95cabea22d0f4a9cf3b305e,40,9,17,22,2023-04-30,2024-04-28,2515.9723480170005,11,228.7247589106364
0xc7c848ac5f43cd93a0ff3517bca6ebf034f95b5c,36,11,17,21,2023-04-30,2024-04-28,2835.0639097269996,12,236.2553258105833
0x2f06059422f7c2cc6f71553fbf41b3e11480ddfa,35,10,15,21,2023-04-30,2024-04-26,2887.1165400880004,11,262.46514000800005
0xf2416559e4769fb458edd8683a9477ba451c5d49,35,10,17,20,2023-04-30,2024-04-28,2483.5398293370004,10,248.35398293370002
0xf8ed00533725c3869199e9e941fabaadf3ee1067,33,10,16,19,2023-04-30,2024-04-27,2877.6002091029995,12,239.80001742524996
0x82ef7a971c9aef726cece22a89801960ca498f8b,38,10,18,20,2023-04-30,2024-04-28,2906.3517677580003,12,242.19598064650003
0xf0a525d595af04efe0e77b7978ed59c72a216629,53,11,18,23,2023-04-27,2024-04-27,4321.707156726699,24,180.07113153027913
0xf77f2e8fb101604dcf48d2192b3b4d2fd1038f00,37,11,18,18,2023-04-30,2024-04-26,2481.5514138669996,10,248.15514138669997
0xb19e834b2756e25630bd3bb84ea68920ee1afaae,31,10,16,17,2023-04-30,2024-04-26,2493.9881203040004,10,249.39881203040005
0xe12447c47b23e116e12a0010b426a48a2507995b,36,11,17,20,2023-04-30,2024-04-28,2934.874761141,11,266.80679646736365
0x9e26a9ad0c818c1176ee3d8e72a0d5e1dc1a9d53,37,11,17,22,2023-04-30,2024-04-28,2579.6306476990003,11,234.51187706354548
0x7e713b85e62cc0d6710cd030d45a13adf36f2fc7,35,10,16,19,2023-04-30,2024-04-27,2549.952878978,10,254.9952878978
0xd8cc2da71412111d44f17d3509102e976da9e695,37,11,18,20,2023-04-30,2024-04-28,2834.2978918910003,12,236.1914909909167
0xc33f77c4bf3cd48d27f87ab254b3a5362bade42a,37,10,19,21,2023-04-30,2024-04-26,2908.813967089,12,242.40116392408333
0x2b0ba4cf363085cbd4a40b33f42df9e36b4b8915,37,11,17,19,2023-04-30,2024-04-27,2936.7486664460002,11,266.97715149509094
0x969c3ec9f712e8f6ab1191925e92f6d04b87f414,30,8,15,18,2023-04-30,2024-04-28,2561.950381894,10,256.1950381894
0x85ec72237472388c690c7895f8a3552a5195ab2a,35,10,15,19,2023-04-30,2024-04-26,2851.5938808069996,11,259.2358073460909
