address,message_count,project_count,oaps_count,active_day_count,first_date,last_date,total_swapped_usd,swap_count,average_swapped_usd
0x516956acc021dd94fcd4603ae6af100ddbd4ba01,67,8,18,20,2023-04-08,2024-04-26,2.9874434280999997,23,0.12988884469999998
0x56fc739465beb7aa9a44b4fe85d95960444a334d,70,8,18,21,2023-04-09,2024-04-29,4.2587878232400005,30,0.14195959410800002
0x0e924f5030f66fc2a27512bac477c9781063b3d6,66,9,20,21,2023-04-12,2024-05-01,3.16359506823,27,0.11717018771222222
0x995b8efdd822b0ccb9f4b35dbee0305f7d51a685,70,9,19,20,2023-04-09,2024-04-29,4.88153898851,34,0.14357467613264707
0xe88782217172247e67049f825db05c7608c4f821,68,9,21,21,2023-04-12,2024-05-01,4.037809678299999,33,0.1223578690393939
0x6805e86b6109f02b86922adb7eb254a626f99f47,63,8,19,19,2023-04-09,2024-04-29,4.33351711764,21,0.2063579579828571
0x0d7070591dbf2c8f378dc162b9207fa26967f5ee,61,7,18,20,2023-04-09,2024-04-26,3.72436280809,32,0.1163863377528125
0xe77e2edbbd8806282a762be2dcfb4dcbe53ae3ac,65,8,20,19,2023-04-12,2024-04-29,3.06603929984,22,0.13936542272
0xb89094082b6414a8d43c2d20923ebb135fee56dd,69,8,17,21,2023-03-28,2024-04-29,12192.72565887249,38,320.8612015492761
0xc3fffb778be7abc5130f1b8606c482850ee8e043,75,8,18,21,2023-04-04,2024-04-30,12.399960283220002,36,0.34444334120055564
0x46d577d7a2c572f25b559088d97d027c6fb436e4,64,9,20,17,2023-04-04,2024-04-29,10.356085562500002,20,0.5178042781250001
0xc696d610a7b3608faecd3bb5731baabfbcd9b502,60,8,17,21,2023-04-05,2024-04-26,11.37101675429,29,0.39210402601
0x0f6bcd7038e917ec338d0db2c5e5990737361b1e,71,8,19,21,2023-04-04,2024-04-29,10.99016269421,29,0.3789711273865517
0xdaa46e791c6ea892a79bced3a7d1047a5d5f3941,64,8,18,21,2023-04-04,2024-04-26,10.33553684526,24,0.4306473685525
0x030e226b39537e93ae7b0b52316933a5e3f7fb3d,66,8,20,20,2023-04-09,2024-04-26,2.80650025951,19,0.14771053997421052
0x889a853b0ade8355627b33692947a7be8ea11eac,68,8,18,21,2023-04-01,2024-04-26,6336.05587111118,26,243.69445658119923
0xa2ae20d5c00cb176b0d356d54f726cebe99a7f65,64,9,20,20,2023-04-09,2024-04-29,4.76190661597,31,0.15360989083774193
0xcd82c89c597a12f69f915e0f5e7466960cdbca40,68,8,18,21,2023-04-04,2024-04-26,11.729289708084998,29,0.40445826579603444
0x7891242c554ebd431b1442e3faf24fd97a52e6d0,64,8,19,19,2023-04-08,2024-04-29,3.328616977557,25,0.13314467910228
0xbf96f50bf8993db8484c0bd2c5c785bd4784df83,66,8,18,22,2023-04-09,2024-04-30,2.92152532276,19,0.15376449067157894
0x6efa37ab596fbae78870122af9f6ce2dbba82723,68,8,19,21,2023-04-04,2024-04-30,11.61021292824,28,0.41465046172285713
0xda9f4e212f8bad78e92e87b9d17064b457bcdd6c,92,8,19,23,2023-03-24,2024-04-25,2472.090018231381,44,56.1838640507132
0xf521432d60a713133acb706941945d4e7c7e46b1,64,8,16,19,2023-04-04,2024-04-26,10.626784455889998,30,0.3542261485296666
0x8d533cdfd1f3ce16293c5ca2c3f503dd6f20504a,67,8,18,19,2023-04-09,2024-04-29,5.10756319022,32,0.159611349694375
0x60a11b87414168dbeda17834ef5581f40fd26078,67,8,18,22,2023-03-28,2024-04-25,5810.89066367646,31,187.44808592504708
0xee7635c3bbf3b973d5c1d24b52d480d568249654,69,8,19,21,2023-04-04,2024-04-29,10.890030694170001,32,0.34031345919281253
0x9a8d408a742f2e4e3919dd9e92d836adb8e9f6eb,66,9,20,21,2023-04-01,2024-04-29,6101.98812189895,25,244.07952487595801
0xbb340062207d69874759044da726f2575781555e,67,8,18,21,2023-04-04,2024-04-26,10.439734028009998,31,0.3367656138067741
0xec06aa0f2e97290e54fde54c9113396de8a31754,67,8,17,20,2023-04-01,2024-04-29,10252.60004724759,25,410.1040018899036
0xb37a9da56337a7068a7b767c87abca135afec968,59,7,17,20,2023-03-28,2024-04-29,10601.366368652842,23,460.92897255012355
0x18924d28e69eca41e45b2d68394dad83caf37948,69,9,20,20,2023-04-09,2024-04-29,3.7472571782000004,31,0.12087926381290323
0x8ce2bf62dc6852b846b3a42135d1723973279c0d,66,8,18,20,2023-03-28,2024-04-26,16343.856369689118,34,480.7016579320329
0xd156e11cad5ba4035d7047530b03cee810d757a7,64,8,22,20,2023-04-09,2024-04-29,2.40926805454,18,0.13384822525222223
0xe309433e82847136a234134f12e5833785272be5,66,9,20,19,2023-04-09,2024-04-29,3.4996584362900007,27,0.12961697912185188
0xa16e0f20a6410ef2ba469007cc60d60151268c28,61,8,19,20,2023-04-04,2024-04-26,10.7801974631,22,0.4900089755954546
0x5452848df441859ffbba8cfc55e812aab9defcc9,68,8,20,21,2023-03-28,2024-04-29,5808.320937639321,27,215.12299769034522
0xef0cdd6445b8160f460b0f2ab1c9ed3677ab1bae,67,8,19,23,2023-04-09,2024-04-30,3.61747644669,19,0.19039349719421053
0x2a4d86eea15a4ac1cdafe4b24c0d6e05dce4d846,69,8,22,20,2023-04-08,2024-04-24,4.481608899239999,30,0.14938696330799997
0x144e750f790969c43978aed5777276f4c2ca4879,62,8,19,20,2023-03-25,2024-04-25,2626.7820779263807,34,77.25829640959944
0x15386471144f328b4b40bf5cdf8691d31705a4ba,62,8,20,20,2023-04-05,2024-04-26,11.899661073680003,25,0.4759864429472001
0x5af66c91fe48900cb57fb4b902d68fd15ebf8ccd,70,8,17,21,2023-04-12,2024-03-11,4.508706603399999,31,0.14544214849677417
0x5706ef44ab26cf7188f91b2590c7c90cb9161860,82,9,19,21,2023-03-28,2024-04-29,4075.9919633537897,39,104.51261444496897
0x8987d24844582ae2c2bc349efce865cd121d15cd,72,8,19,20,2023-04-09,2024-04-30,5.145640435929999,28,0.1837728727117857
0x419bda472931e566b3958eeb56050c87c21f95db,65,8,19,20,2023-04-01,2024-04-26,10190.031188998131,34,299.70679967641564
0x3f37c9bf2ba291416c39024ef3c3a3d0e1ac22cc,65,9,21,22,2023-04-12,2024-04-29,3.424880698900001,28,0.12231716781785718
0x7c3a428f780fff10159be45e13fe5f3b6b799737,62,8,18,20,2023-04-12,2024-04-29,3.29618768099,24,0.13734115337458333
0xb9fb5f5a2b3a67fabec405813efe31005cda7485,82,8,19,24,2023-03-28,2024-04-29,6326.2556714885795,48,131.79699315601206
0x068b4f5d1c21b11a14ffedd9edbd08cf17871550,66,8,18,21,2023-04-04,2024-04-26,11.858140228567002,28,0.4235050081631072
