address,message_count,project_count,oaps_count,active_day_count,first_date,last_date,total_swapped_usd,swap_count,average_swapped_usd
0x8ca8c0b1eec1456755724337fd7d2725dcf29d0c,113,8,22,30,2023-07-08,2024-04-18,9656.215524640491,31,311.4908233754997
0xe4a1fb36f7ace90fa5dc17beb939334b7ccf3cd3,106,8,21,32,2023-06-09,2024-04-18,9644.02627936602,30,321.467542645534
0x17a672e14ac7b839670cf349f54cb45b628ceaf6,99,8,21,28,2023-07-08,2024-04-18,9999.802544412001,30,333.32675148040005
0x45b57529cbd490685781f112edf990291b6f2152,93,8,19,30,2023-07-08,2024-04-18,9884.9182850927,31,318.8683317771839
0x3d4ea6c55823d7da4b3303adc1d79938de1e013a,99,8,19,26,2023-07-08,2024-04-18,10405.74264364675,36,289.0484067679653
0xaf33e197f34802be593c78aa4ba4b96ae4bf67cd,108,8,21,30,2023-07-08,2024-04-18,9869.773075511703,33,299.08403259126374
0x3b6fa70b302d04ffef523a6e83d15ea1b1cefe7f,100,8,22,29,2023-07-08,2024-04-18,9976.7537569302,31,321.8307663525871
0xd9d199a354c556e2d12192531d8e32da8cbb7047,111,8,21,31,2023-07-08,2024-04-18,9811.67321545422,35,280.3335204415492
0x611bbfb269e16ac8d2404ed553a652cf21155495,140,7,20,37,2023-06-09,2024-04-18,12316.677181237274,58,212.35650312478057
0xca9d92c7f877b516958ada4b1dc10e770d2ffb0c,125,7,20,36,2023-06-09,2024-04-18,11792.920447075632,53,222.50793296369116
0xc689d597415a4adb1cc2191fd05fc62d158e7093,103,8,21,29,2023-07-08,2024-04-18,10485.397023027479,34,308.3940300890435
0x3a0b0c18e247ace41f15893c81a7690045fbfe11,128,8,19,36,2023-06-09,2024-04-18,12867.308319783786,64,201.05169249662165
0xee2e87857fce1f66bfc1628a979e5956a7dc812b,100,8,21,29,2023-07-08,2024-04-18,9523.58494973407,31,307.2124177333571
0xa7d77b57c99d57fc6c60e76efe63144379dd3817,98,8,22,35,2023-06-09,2024-04-18,9660.97334273112,31,311.6443013784232
0x3d08a9bf3a421008387f6d9ce621dbc0c637bfa5,99,8,22,29,2023-07-08,2024-04-18,9928.110096286322,29,342.34862400987316
0x42207baccf14911aaaeccb0d7d4d370f4ef62c23,92,7,19,35,2023-06-09,2024-04-18,10206.63786555815,31,329.24638275994033
0xd64cd5d3e8dfc15756d64e7a5bb2de1c4cf9fa18,111,8,21,30,2023-07-08,2024-04-18,9820.934924640871,35,280.5981407040249
0x498f111eb8afae7b2669195571e4a4f5a9a0ec44,128,8,20,33,2023-06-09,2024-04-18,12760.7752630079,60,212.67958771679832
0x9ec025cb8eefbe213afb407feb76e73299045b42,127,6,19,36,2023-06-09,2024-04-18,12383.080742296712,59,209.88272444570697
0xe50ad5a0a44ad719583a5aa41145b143ab60de93,86,7,19,32,2023-06-09,2024-04-18,9082.624394479619,23,394.8967128034617
0x021756fa6142cc04cbe2063ef4cbbb18a6b3b6fb,108,8,21,27,2023-07-08,2024-04-18,64084.780525007794,34,1884.846486029641
0x532af7f474702359742fc65160d0c0923ce27041,110,8,20,33,2023-06-09,2024-04-18,7932.739497122061,48,165.26540619004294
0x8c6e951344466dff789bbd4716826cbe93727860,93,8,19,29,2023-07-08,2024-04-18,9752.38407236653,30,325.07946907888436
0x53a338fadfb4e87731a7692b023a4abbfc1d4329,57,3,12,18,2023-07-25,2024-04-18,3120.8310078705413,14,222.9165005621815
0xa41304c0ea8bece61205dc5442e3d3d36cb1a4b2,130,8,21,35,2023-06-09,2024-04-18,10572.550743853297,40,264.3137685963324
0x4a38e75d91a6433a413df33c3114ad8ed9edd076,97,8,20,31,2023-07-08,2024-04-18,10218.89248676794,32,319.3403902114981
0x88e41e29524e31e898149fed176dea2fb99afad3,117,8,23,32,2023-07-08,2024-04-18,9977.881772129589,34,293.4671109449879
0xd3033eec0da1eeea8d60dd4a1fd96808d6261aa3,117,8,21,28,2023-07-08,2024-04-18,9725.602241621462,34,286.0471247535724
0x6e97479ae11198c8d1b81be4cb242aa19e5be125,101,8,21,30,2023-07-08,2024-04-18,9671.1153707488,29,333.4867369223724
0x24d5ad3ac38f7d33613b2cabbebc0c5d38ff767d,103,8,22,24,2023-07-08,2024-04-18,10258.03432535487,32,320.5635726673397
0x4f0def0773aa0b39e096feb1f17e94002fcc1fa2,98,8,20,27,2023-07-08,2024-04-18,10246.610558198987,34,301.3708987705584
0x3821516a913faf3b5ea62d646fa7826a20d48689,152,8,21,38,2023-06-09,2024-04-18,12245.249725976899,58,211.12499527546376
0x9fffd4bf20924271c65d392e848ae8eeaf49e295,124,7,19,36,2023-06-09,2024-04-18,12040.048436476625,54,222.96385993475232
0x18a0b6c9d523b50815cbbf6a6f96cb388d479b52,105,8,21,38,2023-06-09,2024-04-18,9851.963512812517,31,317.8052746068554
0x54ea867bbe3cc895e6d2685a33b2fc470921d9d2,114,8,22,29,2023-07-08,2024-04-18,9817.124103258788,33,297.4886091896602
0x01b3893b2dbe2712f9542194bd16c87b78c6ba1e,122,8,21,32,2023-07-08,2024-04-18,50433.433067259,36,1400.92869631275
0x3c9effe2cf5436649a069bfa1d416b7e289895ad,92,8,21,28,2023-07-08,2024-04-18,9892.60642291487,28,353.3073722469597
0x061f8e7f58f21690e9a4f46b1779a42552df10f8,95,8,20,27,2023-07-08,2024-04-18,20557.806674480697,28,734.2073812314535
0xe2cb20c5b33856704e092a8a955b93e34f726a60,106,8,21,27,2023-07-08,2024-04-18,9834.716377597226,34,289.25636404697724
0x56671aaef76021179a85fcb5ad8ec3f1f9a547a1,133,8,22,39,2023-06-09,2024-04-18,12371.47833871231,60,206.19130564520518
0xb25d2d852e2b4c073cc8be5dcb4fc605e64986c4,104,8,21,29,2023-07-08,2024-04-18,9515.530845382662,32,297.3603389182082
0x09286973dcde73d51805af9ada7b05831b2495dd,107,7,21,36,2023-06-09,2024-04-18,18058.372722084827,36,501.6214645023563
0xdd3861b7856c5f7e68c19c995088886766ff7778,115,8,21,33,2023-07-08,2024-04-18,9663.683906108043,36,268.43566405855677
0x7582b7f9d4760cd2cbe09bbab4ddb13658f8e43f,114,8,23,38,2023-06-09,2024-04-18,11338.456038153789,41,276.54770824765336
0x0c9697e42705f5996e7159e4a4d5ef7e4043c6fd,100,8,22,31,2023-07-08,2024-04-18,17330.389603083124,30,577.6796534361041
0xbde00543bcbaeb9f47c7a33809da4fd74daa1e22,132,8,21,35,2023-06-09,2024-04-18,10879.713839456188,46,236.51551824904757
0xfd4224d06aba0443b969bc789eedb9eea02a7038,48,3,10,20,2023-07-25,2024-04-17,1972.7446904895269,13,151.74959157611744
0xac5b008bf7e3fa9e4714983d317fb0452c66f675,126,8,20,33,2023-06-09,2024-04-18,11892.042771850407,55,216.21895948818923
0xcf44308eae722f5a9cfa69e5c0d327e8af24e073,104,8,20,26,2023-07-08,2024-04-18,9620.48370863606,31,310.33818414955033
0x2d1b0445a852e3a851c7379f2e5549d38f58bc8d,108,8,21,30,2023-07-08,2024-04-18,9644.78456171156,31,311.12208263585677
0xa1ca7093bbd06cf340ff7a2c13f315f4544c5da6,129,6,19,33,2023-06-09,2024-04-18,12235.23875380654,56,218.48640631797392
0xf3825707b596fd211a2b152a48f6ad7bc2af6f6c,136,8,22,31,2023-06-09,2024-04-18,17773.36766252601,61,291.36668299222964
0x57abbe6f79d0f6c148bddc7eea06ccb29203df5a,116,8,21,36,2023-06-09,2024-04-18,12215.027723645993,54,226.20421710455543
0x522325183e7d5ce88dfea8577c5f627bd2ce9928,137,8,21,38,2023-06-09,2024-04-18,12466.939702871941,63,197.88793179161812
0xcaf269923b99ec68226d35f44bd444c0ea32c26c,122,8,21,33,2023-06-09,2024-04-18,10880.957088951025,44,247.29447929434147
0x431d91e1891cb7e472cc6c15fc23857c124c113b,99,8,20,31,2023-07-08,2024-04-18,14917.33713858084,37,403.1712740156984
0x252092e45a4aa145e61187464e270ee409b37d3b,122,8,23,36,2023-06-09,2024-04-18,11450.264345930138,46,248.91879012891604
0x7854f7d80b0f32be91d32f4648cfac9db146fa33,139,7,22,37,2023-06-09,2024-04-18,12033.489475877886,59,203.957448743693
0x66e9cee2531c87f18bc830eba47ca2c7a9f7b311,107,8,22,28,2023-07-08,2024-04-18,10145.504123625631,35,289.8715463893038
0xccc8e507cfc6a6ddd723688c08d52a6d182ff656,100,7,21,34,2023-06-09,2024-04-18,10034.453434395811,30,334.48178114652706
0x4fadecae3cde7d0ba38f8c4ce69b01f927f9ef31,113,8,25,36,2023-06-09,2024-04-18,9978.935504157998,30,332.6311834719333
0x4b9e7c9880fb298b6df47b09cc23b2c0e144c563,120,7,19,32,2023-06-09,2024-04-18,16107.583969013069,59,273.0098977798825
0x894a70aae6fa397956bc2065f7b9c2f2e4df2f67,124,8,20,37,2023-06-09,2024-04-18,12300.48677710422,58,212.07735822593483
0xe275578d2da7887fb0ff4b31400220725a655f2c,112,8,22,32,2023-07-08,2024-04-18,9713.89865096036,33,294.36056518061696
0xe68411757f9ecf99b7ee63e667bed7ad040a79f1,95,8,20,29,2023-07-08,2024-04-18,9837.05694166171,31,317.32441747295843
0x0c1a3c409380197feb738bbada84fc9beeea937a,106,8,21,29,2023-07-08,2024-04-18,16537.94432923657,32,516.8107602886428
0x9c46ac93a952cbcaf9100382ded7a90f60c2c1ea,128,8,21,37,2023-06-09,2024-04-18,11441.45279493467,48,238.3635998944723
0x17e46da13f869890a23b0a318e3245e0eb415fd5,194,9,28,38,2023-06-07,2024-04-18,11078.954280632004,86,128.82504977479076
0x561a0683bf56235e851b60a123253f9609696edc,98,8,21,30,2023-07-08,2024-04-18,9568.791036567432,30,318.9597012189144
0x3b7fb59a6163353a4cca5567a1c80551a6ee847f,130,8,21,39,2023-06-09,2024-04-18,12113.292701201413,58,208.84987415864506
0x5f54737c55bafb3386e764895caa7dd0be5cec67,134,8,23,36,2023-06-09,2024-04-18,12380.975425225537,57,217.21009517939538
0xcc2df34234bae3ec329cd1bc1e748e7a14f9b95d,121,7,20,31,2023-06-09,2024-04-18,11965.577998399744,54,221.5847777481434
0x76ffba8493c0e7968a9f2e3eb52fb238ab48614f,108,8,21,28,2023-07-08,2024-04-18,9515.60527889869,31,306.955008996732
0xbab9d069502bb57d4f8fe1baffada026cffe7d88,108,8,21,29,2023-07-08,2024-04-18,10260.84703763441,37,277.32019020633544
0x278c223097245652587dd9af4b6c5b8319f99930,100,8,21,27,2023-07-08,2024-04-18,9940.617742682998,29,342.7799221614827
